,Unnamed: 0,artistName,trackName,msPlayed,artist_genres,Track Play Count
1112,3394,Drake,Circo Loco,236795,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",14.0
687,1480,YoungBoy Never Broke Again,Ranada,176483,"['baton rouge rap', 'rap']",14.0
787,1898,Metro Boomin,Don't Come Out The House (with 21 Savage),12758,"['hip hop', 'rap']",14.0
1887,6766,Juice WRLD,Used To,171758,"['chicago rap', 'melodic rap', 'rap']",14.0
3863,14368,Joey Bada$$,Survival Tactics,38915,"['conscious hip hop', 'hip hop', 'rap']",14.0
357,528,Young Thug,Harambe,190146,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",14.0
1090,3179,Childish Gambino,"III. Telegraph Ave. (""Oakland"" by Lloyd)",210673,"['atl hip hop', 'hip hop', 'rap']",14.0
754,1751,Lil Wayne,Mona Lisa (feat. Kendrick Lamar),323168,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",14.0
288,402,Mura Masa,Love$ick (feat. A$AP Rocky),192160,"['channel islands indie', 'escape room', 'hyperpop', 'indie soul', 'vapor soul']",14.0
2628,9659,Kendrick Lamar,Rich Spirit,157577,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",14.0
417,637,Drake,What’s Next,178153,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",14.0
580,1010,JID,Surround Sound (feat. 21 Savage & Baby Tate),229938,"['hip hop', 'pop rap', 'rap', 'underground hip hop']",14.0
4043,15625,JAY-Z,Marcy Me,174426,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",14.0
1564,5155,Louis Spohr,"Symphonie Concertante for Violin, Harp and Orchestra in G Major, WoO 13: II. Adagio",288573,"['classical era', 'early modern classical', 'early romantic era', 'german romanticism']",14.0
601,1064,Miguel,Sure Thing,195373,"['r&b', 'urban contemporary']",14.0
1146,3482,Rihanna,We Found Love,215226,"['barbadian pop', 'pop', 'urban contemporary']",14.0
891,2205,Mac Miller,Hurt Feelings,245640,"['hip hop', 'pittsburgh rap', 'rap']",14.0
4581,18466,Don Toliver,HAD ENOUGH (feat. Quavo & Offset),157133,"['pop rap', 'rap', 'trap']",14.0
1005,2874,Kid Cudi,By Design,257053,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",13.0
743,1707,WZRD,"Teleport 2 Me, Jamie",238400,['psychedelic hip hop'],13.0
1635,5522,KAYTRANADA,At All,287248,"['alternative r&b', 'escape room', 'indie soul', 'lgbtq+ hip hop']",13.0
893,2218,Kid Cudi,The Prayer,219093,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",13.0
2913,10746,Young Thug,Climax (feat. 6lack),189093,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",13.0
792,1916,Max Richter,Written on the Sky,122362,"['compositional ambient', 'post-minimalism']",13.0
2568,9409,Weezer,Say It Ain't So,258826,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",13.0
1562,5141,Edward Elgar,Adieu,160293,"['british modern classical', 'classical', 'late romantic era', 'victorian britain']",13.0
793,1963,Lil Wayne,MegaMan,198280,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",13.0
1426,4649,Felix Mendelssohn,"String Quartet No. 4 in E Minor, Op. 44 No. 2: III. Andante",382333,"['classical', 'early romantic era', 'german romanticism']",13.0
518,850,Mac Miller,Brand Name,148782,"['hip hop', 'pittsburgh rap', 'rap']",13.0
1125,3437,Avicii,The Nights,59379,"['dance pop', 'edm', 'pop', 'pop dance']",13.0
795,1987,Harry Styles,As It Was,158757,['pop'],13.0
666,1396,Travis Scott,NO BYSTANDERS,99613,"['hip hop', 'rap', 'slap house']",13.0
638,1143,ScHoolboy Q,Hands On The Wheel,197800,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",13.0
637,1140,A$AP Rocky,Sandman,200160,"['east coast hip hop', 'hip hop', 'rap', 'trap']",13.0
1686,5853,Coldplay,Sparks,227093,"['permanent wave', 'pop']",13.0
2836,10592,Sorai,blurred,109218,[],13.0
3934,14844,J. Cole,Deja Vu,264746,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",13.0
598,1052,Gunna,SKYBOX,1160,"['atl hip hop', 'melodic rap', 'rap', 'trap']",13.0
1314,4276,Kanye West,Moon,156091,"['chicago rap', 'hip hop', 'rap']",13.0
2112,7649,Frank Ocean,Chanel,26192,"['lgbtq+ hip hop', 'neo soul']",13.0
2079,7374,Playboi Carti,Vamp Anthem,124093,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",13.0
112,128,Manuel de Falla,Siete canciones populares españolas: VI. Nana - for alto and piano,133120,"['classical', 'early modern classical', 'impressionism', 'neoclassicism', 'post-romantic era', 'spanish classical']",13.0
36,39,Lil Wayne,Dark Side Of The Moon (feat. Nicki Minaj),218888,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",13.0
410,626,Action Bronson,Baby Blue (feat. Chance the Rapper),280160,"['alternative hip hop', 'east coast hip hop', 'hip hop', 'nyc rap', 'queens hip hop']",13.0
347,510,Nas,N.Y. State of Mind,265624,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",13.0
2433,8745,Travis Scott,Nightcrawler (feat. Swae Lee & Chief Keef),279274,"['hip hop', 'rap', 'slap house']",13.0
352,517,Trippie Redd,Matt Hardy 999 (feat. Juice WRLD),188025,"['melodic rap', 'rap', 'trap']",13.0
432,661,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),304606,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",13.0
2183,7812,Declan McKenna,Brazil,161713,['pov: indie'],13.0
213,290,Future,Married To The Game,20288,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",13.0
2260,8009,Lupe Fiasco,"Kick, Push",164025,"['chicago rap', 'conscious hip hop', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']",13.0
109,125,Valentin Silvestrov,"4 Postludes for Piano & String Orchestra: No. 3. Larghetto, con moto (poco rubato)",170346,"['ukrainian classical', 'ukrainian classical piano', 'ukrainian contemporary classical']",13.0
2678,10080,Lana Del Rey,Summer Bummer (feat. A$AP Rocky & Playboi Carti),214087,"['art pop', 'pop']",12.0
2533,9229,Olivia Rodrigo,vampire,37871,['pop'],12.0
442,679,"Tyler, The Creator",IFHY (feat. Pharrell),319253,"['hip hop', 'rap']",12.0
805,2013,The Police,Message In A Bottle,290280,"['album rock', 'classic rock', 'permanent wave', 'rock']",12.0
1529,5039,Fred again..,Kelly (end of a nightmare),257272,"['edm', 'house', 'stutter house']",12.0
2677,10079,Playboi Carti,R.I.P.,82546,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",12.0
1801,6309,Gabríel Ólafs,Bambaló,161129,['background piano'],12.0
1514,4987,AlunaGeorge,Best Be Believing - Shadow Child Remix,278643,"['electropop', 'house', 'uk dance']",12.0
799,2006,Metallica,Master of Puppets (Remastered),515386,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",12.0
103,118,Travis Scott,STARGAZING,10285,"['hip hop', 'rap', 'slap house']",12.0
306,447,Kodak Black,Institution,5794,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",12.0
1091,3194,Lil Wayne,How To Love,184277,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",12.0
1764,6164,Frank Ocean,Pink Matter,5503,"['lgbtq+ hip hop', 'neo soul']",12.0
308,449,A$AP Rocky,Excuse Me,238053,"['east coast hip hop', 'hip hop', 'rap', 'trap']",12.0
3154,11211,YoungBoy Never Broke Again,"Left Hand, Right Hand",162352,"['baton rouge rap', 'rap']",12.0
592,1045,JAY-Z,Hard Knock Life (Ghetto Anthem),238466,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",12.0
3619,12866,Isaiah Rashad,RIP Young,158050,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']",12.0
1565,5157,Robert Schumann,"Abendlied, Op. 85 No. 12 (Arr. Grosvenor)",207046,"['early romantic era', 'german romanticism']",12.0
4220,17159,YoungBoy Never Broke Again,Twilight,180000,"['baton rouge rap', 'rap']",12.0
1041,2981,Central Cee,Obsessed With You,19669,"['melodic drill', 'r&drill']",12.0
1954,6975,Bakermat,Baianá,180842,"['minimal tech house', 'tropical house']",12.0
2082,7419,Yeah Yeah Yeahs,Spitting Off the Edge of the World,22122,"['alternative dance', 'alternative rock', 'art pop', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'neo-synthpop', 'new rave']",12.0
247,337,Lil Nas X,C7osure (You Like),148653,['lgbtq+ hip hop'],12.0
964,2630,2Pac,Changes,268826,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",12.0
429,658,A$AP Rocky,I Come Apart (feat. Florence Welch),6202,"['east coast hip hop', 'hip hop', 'rap', 'trap']",12.0
3717,13387,Tame Impala,The Less I Know The Better,69482,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",12.0
307,448,JAY-Z,Ni**as In Paris,219333,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",12.0
2401,8514,Steve Lacy,Static,11029,['afrofuturism'],12.0
788,1899,Kanye West,Junya,147668,"['chicago rap', 'hip hop', 'rap']",12.0
1477,4906,WEISS,Feel My Needs,208524,"['house', 'tech house', 'uk dance', 'uk house']",12.0
1327,4349,Metro Boomin,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",256026,"['hip hop', 'rap']",12.0
1296,4239,Calvin Harris,Blame (feat. John Newman),212960,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",12.0
2089,7511,The Rolling Stones,Sympathy For The Devil - 50th Anniversary Edition,378146,"['album rock', 'british invasion', 'classic rock', 'rock']",12.0
1353,4476,Joseph Boulogne Chevalier de Saint-Georges,"Violin Concerto in A Major, Op. 7 No. 1: II. Adagio",318693,['classical era'],12.0
693,1487,Kendrick Lamar,Hol' Up,148270,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",12.0
715,1596,The Chainsmokers,Roses,23643,['pop'],12.0
1361,4495,Ludwig van Beethoven,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto (Arr. for String Quartet by Paul Cassidy)",186761,"['classical', 'classical era', 'early romantic era', 'german romanticism']",12.0
350,513,Kanye West,Touch The Sky,236600,"['chicago rap', 'hip hop', 'rap']",12.0
4383,17896,Ken Carson,Fighting My Demons,110037,['rage rap'],12.0
4009,15422,The Strokes,Reptilia,219826,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",12.0
343,506,A Boogie Wit da Hoodie,My Shit,128156,"['melodic rap', 'rap', 'trap']",12.0
1466,4763,Kanye West,On Sight,156480,"['chicago rap', 'hip hop', 'rap']",12.0
2635,9789,Kodak Black,Patty Cake,1233,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",12.0
3096,11109,YoungBoy Never Broke Again,No Smoke,160000,"['baton rouge rap', 'rap']",12.0
338,491,"Tyler, The Creator","GONE, GONE / THANK YOU",3871,"['hip hop', 'rap']",12.0
773,1837,streety,24 Songs (Made It This Far),187264,[],12.0
465,734,Macklemore & Ryan Lewis,Ten Thousand Hours,249534,"['pop rap', 'seattle hip hop']",12.0
1501,4959,ANOTR,Relax My Eyes,192150,['dutch tech house'],12.0
1499,4954,Apashe,I'm Fine - IMANU Remix,17693,['bass trap'],12.0
936,2412,Macklemore,And We Danced (feat. Ziggy Stardust),246213,"['pop rap', 'seattle hip hop']",12.0
1840,6549,Lil Wayne,Uproar,194184,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",12.0
768,1830,YoungBoy Never Broke Again,Through the Storm,135902,"['baton rouge rap', 'rap']",12.0
3297,11507,Kendrick Lamar,Silent Hill,1044,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",11.0
696,1515,M83,Midnight City,197857,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']",11.0
622,1124,Frank Ocean,Forrest Gump,129026,"['lgbtq+ hip hop', 'neo soul']",11.0
230,319,Playboi Carti,wokeuplikethis*,80618,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",11.0
671,1410,Travis Scott,HIGHEST IN THE ROOM,175720,"['hip hop', 'rap', 'slap house']",11.0
2103,7616,Juice WRLD,Wasted (feat. Lil Uzi Vert),145426,"['chicago rap', 'melodic rap', 'rap']",11.0
680,1471,Metro Boomin,Overdue (with Travis Scott),166093,"['hip hop', 'rap']",11.0
910,2275,J. Cole,No Role Modelz,23,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",11.0
777,1870,Pharrell Williams,Number One,236573,"['dance pop', 'pop']",11.0
260,362,Drake,Jumpman,205879,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",11.0
1700,5969,Trippie Redd,Dark Knight Dummo (Feat. Travis Scott),178597,"['melodic rap', 'rap', 'trap']",11.0
358,531,Kanye West,The Glory,212706,"['chicago rap', 'hip hop', 'rap']",11.0
785,1891,Outkast,ATLiens,230693,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",11.0
612,1095,Kanye West,Pure Souls,225837,"['chicago rap', 'hip hop', 'rap']",11.0
836,2074,Young Thug,Mannequin Challenge (feat. Juice WRLD),162400,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",11.0
4148,16364,Brent Faiyaz,ALL MINE,50111,"['r&b', 'rap']",11.0
4046,15628,JAY-Z,Holy Grail,338413,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",11.0
2477,8837,The Clash,Lost in the Supermarket - Remastered,226946,"['alternative rock', 'permanent wave', 'punk', 'rock']",11.0
3298,11508,Kodak Black,Heart Mind,203840,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",11.0
2663,10054,Eminem,The Real Slim Shady,217199,"['detroit hip hop', 'hip hop', 'rap']",11.0
890,2201,"Tyler, The Creator",911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),255653,"['hip hop', 'rap']",11.0
1835,6541,Lil Wayne,Problems,3242,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",11.0
3918,14725,J. Cole,January 28th,242697,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",11.0
654,1249,Ludovico Einaudi,The Tree,187650,"['compositional ambient', 'neo-classical']",11.0
467,739,J. Cole,Work Out,235320,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",11.0
101,116,Childish Gambino,I. The Worst Guys,219739,"['atl hip hop', 'hip hop', 'rap']",11.0
505,830,Lil Yachty,NBAYOUNGBOAT,1207,"['atl hip hop', 'melodic rap', 'rap', 'trap']",11.0
60,65,Lil Uzi Vert,7AM,219712,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",11.0
61,66,Mac Miller,Blue World,122030,"['hip hop', 'pittsburgh rap', 'rap']",11.0
443,681,Lil Wayne,With You,212882,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",11.0
1104,3327,Nas,Simple Things,139718,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",11.0
2225,7889,Travis Scott,TELEKINESIS (feat. SZA & Future),353754,"['hip hop', 'rap', 'slap house']",11.0
2526,9142,Kanye West,Real Friends,251573,"['chicago rap', 'hip hop', 'rap']",11.0
519,852,Passion Pit,Sleepyhead,174760,"['indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'shimmer pop']",11.0
1509,4973,D.O.D,Every Step,159857,"['electro house', 'house', 'pop dance', 'uk dance']",11.0
100,114,Kodak Black,Gnarly (feat. Lil Pump),186402,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",11.0
1120,3430,Calvin Harris,My Way,1548,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",11.0
4395,17942,Ken Carson,Jennifer’s Body,158515,['rage rap'],11.0
1471,4791,Ludovico Einaudi,85mm,179123,"['compositional ambient', 'neo-classical']",11.0
40,43,Rihanna,Needed Me,348,"['barbadian pop', 'pop', 'urban contemporary']",11.0
1258,3961,Isaiah Rashad,Heavenly Father,2809,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']",11.0
1359,4490,Léo Delibes,Lakmé: Flower Duet (Arr. for Violin and Strings by Vivan & Ketan Bhatti),154359,"['classical', 'french opera', 'french romanticism', 'late romantic era']",11.0
1277,4080,Mac Miller,Earth (feat. Future),82311,"['hip hop', 'pittsburgh rap', 'rap']",11.0
4918,21373,Chance the Rapper,Paranoia,275281,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",11.0
4350,17760,The Rolling Stones,You Can't Always Get What You Want,347927,"['album rock', 'british invasion', 'classic rock', 'rock']",11.0
223,311,Wiz Khalifa,Roll Up,188824,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",11.0
191,253,Travis Scott,ASTROTHUNDER,142969,"['hip hop', 'rap', 'slap house']",11.0
1289,4171,Kid Cudi,love.,328573,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",11.0
175,215,Outkast,13th Floor/Growing Old,112553,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",11.0
167,189,Young Thug,Day Before (with Mac Miller),135583,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",11.0
1576,5193,Noizu,Baby Baby,190080,"['bass house', 'house', 'tech house']",11.0
1563,5154,Joep Beving,Passage,312373,"['compositional ambient', 'neo-classical']",11.0
155,176,Kendrick Lamar,DUCKWORTH.,248613,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",11.0
1554,5097,Mochakk,Da Fonk (feat. Joni),62101,[],11.0
1086,3121,Fred again..,Turn On The Lights again.. (feat. Future),267946,"['edm', 'house', 'stutter house']",11.0
1491,4938,JAY-Z,Young Forever,253906,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",11.0
1836,6543,Lil Wayne,Famous (feat. Reginae Carter),95967,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",10.0
1169,3541,Drake,Too Good,162132,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",10.0
319,464,Gunna,Outstanding,180780,"['atl hip hop', 'melodic rap', 'rap', 'trap']",10.0
1497,4948,Philip George,Wish You Were Mine - Radio Edit,46981,"['house', 'uk dance']",10.0
231,320,Lil Uzi Vert,XO Tour Llif3,182706,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",10.0
47,51,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,163806,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",10.0
1201,3642,Eminem,Love The Way You Lie,263373,"['detroit hip hop', 'hip hop', 'rap']",10.0
54,59,Juice WRLD,Armed And Dangerous,169999,"['chicago rap', 'melodic rap', 'rap']",10.0
1431,4658,Fritz Kreisler,"3 Old Viennese Dances: No. 2, Liebesleid (Transcr. for Violin and Orchestra)",220946,"['classical', 'post-romantic era', 'violin']",10.0
1363,4501,Tove Lo,Habits (Stay High) - Hippie Sabotage Remix,258933,"['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",10.0
1356,4483,Sergei Rachmaninoff,"14 Romances, Op. 34/14: No. 14, Vocalise (Arr. For Cello & Piano by Alexander Shtrimer)",355960,"['classical', 'post-romantic era', 'russian romanticism', 'ukrainian classical']",10.0
1354,4478,Alexis Ffrench,When the Bells Ring,138795,['neo-classical'],10.0
1348,4436,Kendrick Lamar,Swimming Pools (Drank) - Extended Version,313786,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",10.0
346,509,JAY-Z,Empire State Of Mind,277106,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",10.0
63,69,Soulja Boy,Turn My Swag On,206333,"['atl hip hop', 'chicago bop', 'dance pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",10.0
315,459,iann dior,molly,175568,['melodic rap'],10.0
1796,6293,Clara Schumann,"3 Romances, Op. 22: No. 1, Andante molto (Arr. Knoth for Cello and Piano)",190866,"['classical', 'early romantic era', 'german romanticism']",10.0
955,2572,50 Cent,Many Men (Wish Death),835,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",10.0
3638,12936,Isaiah Rashad,Wat's Wrong (feat. Zacari & Kendrick Lamar),31333,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']",10.0
250,344,Snoop Dogg,Beautiful,118206,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",10.0
256,357,Chance the Rapper,The Highs & The Lows,255609,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",10.0
4049,15631,JAY-Z,F*ckwithmeyouknowigotit,243413,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",10.0
1719,6109,Outkast,Elevators (Me & You),265200,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",10.0
278,389,Bobby Shmurda,Hot N*gga,998,"['nyc rap', 'rap', 'trap']",10.0
132,149,Louis Vierne,"Douze préludes, Op. 36: No. 10, Sur une tombe",156866,"['classical organ', 'french romanticism']",10.0
122,139,Traditional,Blow The Wind Southerly (Arr. Kanneh-Mason for Cello),142066,"['gregorian chant', 'hengelliset laulut', 'puirt-a-beul']",10.0
1095,3220,Kanye West,Good Life,207000,"['chicago rap', 'hip hop', 'rap']",10.0
1799,6297,Giya Kancheli,"33 Miniatures for Piano (Excerpts): No. 22, Grazioso",72813,"['caucasian classical', 'compositional ambient', 'contemporary classical', 'minimalism']",10.0
1504,4965,Subjoi,Love Shy - Subjoi's Tuff Jam Rework,381764,[],10.0
2426,8711,Steve Lacy,Uuuu,90708,['afrofuturism'],10.0
2684,10151,ScHoolboy Q,Numb Numb Juice,107146,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",10.0
803,2011,Creedence Clearwater Revival,Fortunate Son,140773,"['album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']",10.0
1520,5025,Disclosure,White Noise,12262,"['edm', 'house', 'indietronica', 'uk dance']",10.0
66,72,Fivio Foreign,City of Gods,256000,"['brooklyn drill', 'new york drill', 'trap']",10.0
939,2440,Kendrick Lamar,Purple Hearts,124760,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",10.0
1510,4976,Obskür,Bayside - Radio Edit,197419,"['irish electronic', 'rally house']",10.0
57,62,Chief Keef,Hallelujah,182453,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",10.0
312,454,A$AP Rocky,Phoenix,233880,"['east coast hip hop', 'hip hop', 'rap', 'trap']",10.0
1505,4966,Tchami,Praise,210000,"['deep groove house', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive house']",10.0
1603,5410,Smokey Bubblin' B,Poison,276000,['ukg revival'],10.0
4515,18294,Oasis,Wonderwall - Remastered,258773,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",10.0
385,590,Lil Uzi Vert,Ronda (Winners),216293,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",10.0
2529,9188,J. Cole,Wet Dreamz,239266,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",10.0
1,1,Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",151480,"['baroque', 'classical', 'early music', 'german baroque']",10.0
528,869,Roddy Ricch,High Fashion (feat. Mustard),108497,"['melodic rap', 'rap', 'trap']",10.0
648,1174,Drake,Chicago Freestyle (feat. Giveon),220487,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",10.0
474,756,Lil Uzi Vert,You're Lost,158693,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",10.0
569,978,Playboi Carti,Kelly K,252093,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",10.0
3469,12149,Kodak Black,Like Dat,20070,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",10.0
583,1017,A$AP Mob,"Young N***a Living (feat. A$AP Ferg, A$AP Ant & A$AP Twelvyy)",114732,"['hip hop', 'rap', 'southern hip hop', 'trap']",10.0
3462,12135,Kodak Black,There He Go,196113,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",10.0
1977,7131,Kanye West,Guilt Trip,243746,"['chicago rap', 'hip hop', 'rap']",10.0
4202,17049,Green Day,Good Riddance (Time of Your Life),789,"['modern rock', 'permanent wave', 'punk', 'rock']",10.0
3815,14120,Michael Jackson,Beat It,258400,"['r&b', 'soul']",10.0
386,591,Macklemore,Good Old Days (feat. Kesha),240506,"['pop rap', 'seattle hip hop']",10.0
1601,5405,Mall Grab,Love Reigns,294183,"['aussietronica', 'australian house', 'lo-fi house']",9.0
1498,4953,Gorillaz,New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,104559,"['alternative hip hop', 'modern rock', 'rock']",9.0
50,54,Kanye West,Can't Tell Me Nothing,271600,"['chicago rap', 'hip hop', 'rap']",9.0
1600,5401,Moise Keane,Diana,229511,['rally house'],9.0
388,595,Lil Baby,Grace (feat. 42 Dugg),203438,"['atl hip hop', 'atl trap', 'rap', 'trap']",9.0
348,511,Lil Uzi Vert,20 Min,127756,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",9.0
3786,13848,Key Glock,Son Of A Gun,18317,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",9.0
198,265,Kendrick Lamar,HiiiPower,203196,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",9.0
829,2063,A Tribe Called Quest,Can I Kick It?,215581,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'jazz rap', 'queens hip hop']",9.0
39,42,Rihanna,Where Have You Been,131962,"['barbadian pop', 'pop', 'urban contemporary']",9.0
1487,4929,Didier Armeni,Bovenste Etage,1068,['rally house'],9.0
1602,5409,GEE LEE,Fast Life,141120,['rally house'],9.0
1500,4958,Dominica,Gotta Let You Go - Club Mix,410623,[],9.0
1633,5505,Idris Muhammad,Could Heaven Ever Be Like This - Walker & Royce and Chris Lorenzo Remix,65825,"['jazz funk', 'new orleans funk', 'soul jazz']",9.0
3616,12847,Brent Faiyaz,Clouded,110128,"['r&b', 'rap']",9.0
517,849,iann dior,gone girl,1207,['melodic rap'],9.0
1580,5300,Foster The People,Pumped Up Kicks,239600,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']",9.0
5024,21945,Juice WRLD,Bad Boy (with Young Thug),157355,"['chicago rap', 'melodic rap', 'rap']",9.0
2346,8294,Black Eyed Peas,Meet Me Halfway,166649,"['dance pop', 'pop', 'pop rap']",9.0
