,Unnamed: 0,artistName,trackName,msPlayed,artist_genres,Track Play Count
3774,13724,Kendrick Lamar,No Make-Up (Her Vice) (feat. Colin Munroe),235921,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",1.0
5136,22555,Foster The People,Houdini,14274,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']",1.0
3794,13897,Lana Del Rey,Kintsugi,9173,"['art pop', 'pop']",1.0
5115,22395,Philip Glass,Opening,353146,"['american contemporary classical', 'classical', 'compositional ambient', 'contemporary classical', 'minimalism']",1.0
4398,17981,YoungBoy Never Broke Again,Rock and Roll,135287,"['baton rouge rap', 'rap']",1.0
3802,13950,Lana Del Rey,Pretty When You Cry,43025,"['art pop', 'pop']",1.0
4331,17456,Marvin Gaye,I Heard It Through The Grapevine,125721,"['classic soul', 'motown', 'neo soul', 'northern soul', 'quiet storm', 'soul']",1.0
3806,14028,Still Woozy,Goodie Bag,146390,"['bedroom pop', 'oakland indie', 'pov: indie']",1.0
5095,22267,Thouxanbanfauni,QUESTIONABLE MORALITY,13153,"['atl hip hop', 'cloud rap', 'melodic rap', 'plugg']",1.0
5097,22295,"Tyler, The Creator",Droppin' Seeds (feat. Lil' Wayne),60000,"['hip hop', 'rap']",1.0
4333,17461,Lil Wayne,Trust Nobody (ft. Adam Levine),168333,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",1.0
5099,22303,Nas,Still Dreaming,28770,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",1.0
5100,22319,Daft Punk,Aerodynamic,212546,"['electro', 'filter house', 'rock']",1.0
5101,22320,Daft Punk,Digital Love,301373,"['electro', 'filter house', 'rock']",1.0
5102,22321,Daft Punk,"Harder, Better, Faster, Stronger",224693,"['electro', 'filter house', 'rock']",1.0
3804,13979,Arctic Monkeys,When The Sun Goes Down,157575,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",1.0
5103,22322,Daft Punk,Crescendolls,211640,"['electro', 'filter house', 'rock']",1.0
5104,22323,Daft Punk,Nightvision,104466,"['electro', 'filter house', 'rock']",1.0
5105,22324,Daft Punk,Superheroes,237800,"['electro', 'filter house', 'rock']",1.0
5106,22325,Daft Punk,High Life,201800,"['electro', 'filter house', 'rock']",1.0
4335,17463,Lil Wayne,Wild Dogs,216893,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",1.0
3800,13943,Alice In Chains,Rain When I Die (2022 Remaster),42573,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']",1.0
5107,22327,Daft Punk,Voyager,227866,"['electro', 'filter house', 'rock']",1.0
3799,13941,Gorillaz,Empire Ants (feat. Little Dragon),283573,"['alternative hip hop', 'modern rock', 'rock']",1.0
5108,22328,Daft Punk,Veridis Quo,345186,"['electro', 'filter house', 'rock']",1.0
5109,22331,Daft Punk,Too Long,600293,"['electro', 'filter house', 'rock']",1.0
3798,13940,Third Eye Blind,Losing a Whole Year,200640,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge']",1.0
5110,22332,Daft Punk,Daftendirekt,164560,"['electro', 'filter house', 'rock']",1.0
5111,22333,Daft Punk,WDPK 83.7 FM,28333,"['electro', 'filter house', 'rock']",1.0
5112,22334,Daft Punk,Revolution 909,98506,"['electro', 'filter house', 'rock']",1.0
4334,17462,Lil Wayne,Know You Know (ft. 2 Chainz),164773,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",1.0
5113,22342,Red Hot Chili Peppers,Can't Stop,44580,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",1.0
5114,22384,Tame Impala,Elephant,19710,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",1.0
3796,13933,Miracle Waves,20 Hz Beta Waves Frequency Meditation Music,11550,[],1.0
4907,21269,MGMT,Congratulations,235386,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",1.0
4892,21170,Justice,One Night/All Night,202779,"['alternative dance', 'dance-punk', 'electronica', 'filter house', 'indietronica', 'neo-synthpop', 'new rave']",1.0
4906,21262,Jeezy,I Luv It,371,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'old school atlanta hip hop', 'rap', 'southern hip hop', 'trap']",1.0
4675,19327,Blur,The Narcissist,245225,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",1.0
4061,15643,JAY-Z,Nickels And Dimes,303253,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",1.0
4060,15642,JAY-Z,La Familia,213920,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",1.0
4059,15641,JAY-Z,JAY Z Blue,230080,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",1.0
4512,18286,The Verve,Sonnet,261360,"['britpop', 'permanent wave', 'rock', 'shoegaze']",1.0
4653,19239,Brent Faiyaz,Sonder Son (Interlude),100303,"['r&b', 'rap']",1.0
4509,18258,The Strokes,Juicebox,34061,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",1.0
4204,17055,Pennywise,Bro Hymn - 2005 Remaster,20410,"['punk', 'skate punk', 'socal pop punk']",1.0
4508,18257,Hot Flash Heat Wave,Gutter Girl,224714,"['indie garage rock', 'indie surf', 'surf punk']",1.0
4657,19247,Tems,Found (feat. Brent Faiyaz),160914,"['afro r&b', 'afrobeats', 'alte', 'nigerian pop']",1.0
4507,18256,Modern Baseball,The Waterboy Returns,162470,"['alternative emo', 'emo', 'philly indie', 'pov: indie']",1.0
4661,19258,Avril Lavigne,Bois Lie (feat. Machine Gun Kelly),16077,"['canadian pop', 'candy pop', 'dance pop', 'pop']",1.0
4662,19259,mgk,my ex's best friend (with blackbear),139460,"['ohio hip hop', 'pop rap']",1.0
4663,19260,mgk,forget me too (feat. Halsey),4713,"['ohio hip hop', 'pop rap']",1.0
4206,17058,Simple Plan,I'm Just a Kid,68707,"['canadian pop punk', 'canadian punk', 'canadian rock', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock']",1.0
4664,19261,mgk,body bag (feat. YUNGBLUD & Bert McCracken of The Used),13331,"['ohio hip hop', 'pop rap']",1.0
4208,17063,blink-182,Stay Together For The Kids,17805,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",1.0
4506,18255,Modern Baseball,Coals,131536,"['alternative emo', 'emo', 'philly indie', 'pov: indie']",1.0
4505,18254,Cosmo Pyke,Curser's Lament,265000,['uk contemporary r&b'],1.0
4666,19263,mgk,Death In My Pocket,6640,"['ohio hip hop', 'pop rap']",1.0
4667,19264,mgk,emo girl (feat. WILLOW),100681,"['ohio hip hop', 'pop rap']",1.0
4504,18253,Cosmo Pyke,Wish You Were Gone,261453,['uk contemporary r&b'],1.0
4209,17072,D6VIL,24 Songs,28239,[],1.0
4668,19266,mgk,maybe (feat. Bring Me The Horizon),101195,"['ohio hip hop', 'pop rap']",1.0
4036,15612,Young Thug,Global Access (feat. Nate Ruess),148533,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",1.0
4035,15611,Young Thug,Hoodie (feat. BSlime & Lil Gotit),215600,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",1.0
4669,19268,mgk,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",1160,"['ohio hip hop', 'pop rap']",1.0
4503,18252,Modern Baseball,Broken Cash Machine,109633,"['alternative emo', 'emo', 'philly indie', 'pov: indie']",1.0
4672,19323,Blur,Popscene - 2012 Remaster,15828,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",1.0
4673,19325,Blur,Parklife - 2012 Remaster,185093,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",1.0
4650,19234,Brent Faiyaz,Stay Down,51517,"['r&b', 'rap']",1.0
4064,15675,YoungBoy Never Broke Again,Testimony,12881,"['baton rouge rap', 'rap']",1.0
4514,18293,The Verve,Lucky Man,12336,"['britpop', 'permanent wave', 'rock', 'shoegaze']",1.0
4201,17043,The Doors,Light My Fire,123251,"['acid rock', 'album rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",1.0
4098,16116,Molecualar Binary,Suoni Del Cielo,16234,['white noise'],1.0
4097,16115,Relaxed Minds,Rumore Bianco,1493,"['ocean', 'water', 'white noise']",1.0
4096,16114,The Noisy Outdoors,Every Night White Noise,6784,"['rain', 'white noise']",1.0
4095,16113,Modest Mouse,Dramamine,194306,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'washington indie']",1.0
4094,16097,Dayglow,Listerine,215555,"['austindie', 'indie rock', 'pov: indie']",1.0
4093,16029,Yak Attack 1800,Skrilla,8126,[],1.0
4092,15988,The Alchemist,E. Coli (feat. Earl Sweatshirt),30696,"['alternative hip hop', 'drumless hip hop', 'hip hop', 'instrumental hip hop', 'west coast rap']",1.0
4633,18923,YoungBoy Never Broke Again,I'm A Demon,0,"['baton rouge rap', 'rap']",1.0
4089,15876,Tame Impala,Glimmer,128826,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",1.0
4088,15875,Tame Impala,It Might Be Time,273026,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",1.0
