,artistName,trackName,msPlayed,artist_genres
232,Kendrick Lamar,XXX. FEAT. U2.,254200,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
233,Kendrick Lamar,FEAR.,460573,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
234,Kendrick Lamar,GOD.,248826,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
235,Kendrick Lamar,DUCKWORTH.,248613,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
236,Childish Gambino,I. The Worst Guys,95327,"['atl hip hop', 'hip hop', 'rap']"
237,Kendrick Lamar,untitled 01 | 08.19.2014.,247746,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
238,Kendrick Lamar,untitled 02 | 06.23.2014.,258826,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
239,Kendrick Lamar,untitled 03 | 05.28.2013.,154346,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
240,Kendrick Lamar,untitled 04 | 08.14.2014.,83302,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
241,Frank Ocean,Solo (Reprise),78742,"['lgbtq+ hip hop', 'neo soul']"
242,Kid Cudi,Just What I Am,200511,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']"
243,Kendrick Lamar,PRIDE.,275253,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
244,Third Eye Blind,Jumper - 1998 Edit,272973,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge']"
245,Pixies,Where Is My Mind? - Remastered,234973,"['alternative rock', 'boston rock', 'permanent wave', 'rock']"
246,"Tyler, The Creator",Boredom (feat. Rex Orange County & Anna of the North),320720,"['hip hop', 'rap']"
247,Foo Fighters,Everlong,239072,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']"
248,Kendrick Lamar,LUST.,0,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
249,Kendrick Lamar,PRIDE.,275253,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
250,Kanye West,I Wonder,243440,"['chicago rap', 'hip hop', 'rap']"
251,Frank Ocean,Biking,277520,"['lgbtq+ hip hop', 'neo soul']"
252,Baby Keem,lost souls (with Brent Faiyaz),269727,"['hip hop', 'rap']"
253,Travis Scott,ASTROTHUNDER,142969,"['hip hop', 'rap', 'slap house']"
254,Common,GO!,224160,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'hardcore hip hop', 'hip hop', 'political hip hop']"
255,Kid Cudi,Pursuit Of Happiness (Nightmare),295293,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']"
256,Nirvana,Something In The Way,232146,"['grunge', 'permanent wave', 'rock']"
257,Frank Ocean,Biking,277520,"['lgbtq+ hip hop', 'neo soul']"
258,Mac Miller,Thoughts from a Balcony,185779,"['hip hop', 'pittsburgh rap', 'rap']"
259,binki,Landline,160329,['modern indie pop']
260,KIDS SEE GHOSTS,Reborn,132983,['rap']
261,KIDS SEE GHOSTS,Reborn,48227,['rap']
262,Kendrick Lamar,DNA.,114753,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
263,Kendrick Lamar,PRIDE.,275253,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
264,Kendrick Lamar,FEEL.,214826,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
265,Kendrick Lamar,HiiiPower,203196,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
266,Kendrick Lamar,All The Stars (with SZA),232186,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
267,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,147284,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
268,Rihanna,Where Have You Been,4597,"['barbadian pop', 'pop', 'urban contemporary']"
269,JAY-Z,Run This Town,267520,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
270,Kendrick Lamar,DUCKWORTH.,248613,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
271,Rihanna,Stay,124457,"['barbadian pop', 'pop', 'urban contemporary']"
272,Rihanna,Stay,1857,"['barbadian pop', 'pop', 'urban contemporary']"
273,JAY-Z,Run This Town,673,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
274,Mac Miller,Weekend (feat. Miguel),2461,"['hip hop', 'pittsburgh rap', 'rap']"
275,Rihanna,Umbrella,2786,"['barbadian pop', 'pop', 'urban contemporary']"
276,Rihanna,Umbrella,5828,"['barbadian pop', 'pop', 'urban contemporary']"
277,Tyler Childers,Feathered Indians,224946,"['kentucky indie', 'kentucky roots', 'outlaw country']"
278,Chance the Rapper,Cocoa Butter Kisses,307187,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
279,Morgan Wallen,7 Summers,204328,['contemporary country']
280,Outkast,Ms. Jackson,270507,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']"
281,Future,Codeine Crazy,265913,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
282,Drake,IMY2 (with Kid Cudi),252379,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
283,Mac Miller,Someone Like You,256424,"['hip hop', 'pittsburgh rap', 'rap']"
284,Young Thug,Digits,176386,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
285,Kanye West,I Wonder,128431,"['chicago rap', 'hip hop', 'rap']"
286,Mac Miller,Thoughts from a Balcony,185778,"['hip hop', 'pittsburgh rap', 'rap']"
287,Lil Uzi Vert,7AM,219712,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
288,Mac Miller,Dang! (feat. Anderson .Paak),305350,"['hip hop', 'pittsburgh rap', 'rap']"
289,ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),142429,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
290,Future,Married To The Game,20288,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
291,Kendrick Lamar,LUST.,307880,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
292,Drake,HYFR (Hell Ya Fucking Right),206626,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
293,A$AP Rocky,Hun43rd,225506,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
294,"Tyler, The Creator",She,191765,"['hip hop', 'rap']"
295,Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",151480,"['baroque', 'classical', 'early music', 'german baroque']"
296,Johann Sebastian Bach,"The Well-Tempered Clavier, Book 1: Prelude in C Major, BWV 846",138420,"['baroque', 'classical', 'early music', 'german baroque']"
297,Pyotr Ilyich Tchaikovsky,"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato",166866,"['classical', 'late romantic era', 'russian romanticism']"
298,Claude Debussy,"Rêverie, L.68",241286,"['classical', 'impressionism', 'post-romantic era']"
299,Erik Satie,Les Trois Valses distinguées du précieux dégoûté - II. Son Binocle,65571,"['classical', 'early avant garde', 'early modern classical', 'impressionism', 'post-romantic era']"
300,Camille Saint-Saëns,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",174266,"['classical', 'french romanticism', 'late romantic era']"
301,Claude Debussy,"Suite Bergamasque, L. 75: III. Clair de lune (Andante très expressif)",279160,"['classical', 'impressionism', 'post-romantic era']"
302,Andrés Madariaga,Lágrima (Preludio),125750,[]
303,Franz Liszt,"Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major",270000,"['classical', 'late romantic era']"
304,George Frideric Handel,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",207266,"['baroque', 'classical', 'early music', 'english baroque', 'german baroque']"
305,Edward Elgar,"Salut d'Amour, Op. 12",120190,"['british modern classical', 'classical', 'late romantic era', 'victorian britain']"
306,Frank Ocean,Nikes,314075,"['lgbtq+ hip hop', 'neo soul']"
307,Kanye West,I Wonder,243440,"['chicago rap', 'hip hop', 'rap']"
308,Kendrick Lamar,PRIDE.,275253,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
309,Common,GO!,157084,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'hardcore hip hop', 'hip hop', 'political hip hop']"
310,Baby Keem,lost souls (with Brent Faiyaz),194745,"['hip hop', 'rap']"
311,Wiz Khalifa,Roll Up,188824,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
312,A$AP Rocky,Ghetto Symphony (feat. Gunplay & A$AP Ferg),237733,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
313,Childish Gambino,3005,234215,"['atl hip hop', 'hip hop', 'rap']"
314,Kendrick Lamar,Swimming Pools (Drank),247800,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
315,KIDS SEE GHOSTS,Reborn,159321,['rap']
316,Meek Mill,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",2786,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
317,Playboi Carti,Control,197789,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
318,Playboi Carti,Sky,193234,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
319,Playboi Carti,wokeuplikethis*,80618,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
320,Lil Uzi Vert,XO Tour Llif3,182706,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
321,Aminé,Spice Girl,140618,"['pop rap', 'portland hip hop', 'rap', 'underground hip hop']"
322,YoungBoy Never Broke Again,My Window (feat. Lil Wayne),192000,"['baton rouge rap', 'rap']"
323,2Pac,Keep Ya Head Up - Madukey Remix,3715,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
324,Kanye West,On God,109336,"['chicago rap', 'hip hop', 'rap']"
325,Kanye West,Saint Pablo,234614,"['chicago rap', 'hip hop', 'rap']"
326,Meek Mill,Dreams and Nightmares,230693,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
327,Travis Scott,Watch (feat. Lil Uzi Vert & Kanye West),217405,"['hip hop', 'rap', 'slap house']"
328,Meek Mill,Wins & Losses,60579,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
329,Lil Wayne,Drop The World,229226,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
330,Lil Uzi Vert,Top,24508,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
331,The Game,Hate It Or Love It,1130,"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
332,Kanye West,Runaway,125945,"['chicago rap', 'hip hop', 'rap']"
333,Future,Low Life (feat. The Weeknd),448,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
334,Kanye West,Waves,1642,"['chicago rap', 'hip hop', 'rap']"
335,Future,Low Life (feat. The Weeknd),313546,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
336,Outkast,Hey Ya!,235213,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']"
337,Lil Nas X,C7osure (You Like),148653,['lgbtq+ hip hop']
338,A$AP Rocky,Purple Swag,111283,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
339,A$AP Rocky,Purple Swag,7282,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
340,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),5593,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
341,Frank Ocean,Nikes,208,"['lgbtq+ hip hop', 'neo soul']"
342,Frank Ocean,Nikes,314075,"['lgbtq+ hip hop', 'neo soul']"
343,Young Thug,Digits,176386,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
344,Snoop Dogg,Beautiful,118206,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
345,Lil Wayne,Dark Side Of The Moon (feat. Nicki Minaj),34087,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
346,Snoop Dogg,Beautiful,56285,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
347,Lil Wayne,Dark Side Of The Moon (feat. Nicki Minaj),209084,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
348,Mac Miller,Love Lost,127266,"['hip hop', 'pittsburgh rap', 'rap']"
349,Frank Ocean,Nikes,314075,"['lgbtq+ hip hop', 'neo soul']"
350,Kendrick Lamar,PRIDE.,275253,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
351,Young Thug,Day Before (with Mac Miller),75643,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
352,Kendrick Lamar,i,220519,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
353,Kendrick Lamar,These Walls,300973,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
354,Azizi Gibson,Toast,179891,"['canadian hip hop', 'underground hip hop']"
355,Mac Miller,Love Lost,162875,"['hip hop', 'pittsburgh rap', 'rap']"
356,Kendrick Lamar,Mortal Man,9329,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
357,Chance the Rapper,The Highs & The Lows,255609,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
358,Kid Cudi,Day 'N' Nite (nightmare),124976,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']"
359,Gotye,Somebody That I Used To Know,1002,['australian pop']
360,LMFAO,Party Rock Anthem,1600,"['dance pop', 'pop', 'pop rap']"
361,YoungBoy Never Broke Again,Untouchable,175189,"['baton rouge rap', 'rap']"
362,Drake,Jumpman,205879,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
363,Mac Miller,Nikes on My Feet,148735,"['hip hop', 'pittsburgh rap', 'rap']"
364,Macklemore,Glorious (feat. Skylar Grey),2431,"['pop rap', 'seattle hip hop']"
365,Tep No,Lana Del Dre,3071,"['deep tropical house', 'indie poptimism', 'tropical house']"
366,Gucci Mane,Lemonade,156778,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
367,Edward Elgar,"Salut d'Amour, Op. 12",44552,"['british modern classical', 'classical', 'late romantic era', 'victorian britain']"
368,Jazzinuf,Winter Seoul (Orchestral Version),132441,['chillhop']
369,Duo Multicorde,Viejo Zortzico,344000,[]
370,Ludwig van Beethoven,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",315426,"['classical', 'classical era', 'early romantic era', 'german romanticism']"
371,Anatoly Lyadov,"Prélude, Op. 11 No. 1",180653,"['early modern classical', 'post-romantic era', 'russian romanticism']"
372,Wolfgang Amadeus Mozart,"Piano Sonata No. 12 in F Major, K. 332: II. Adagio",284000,"['classical', 'classical era']"
373,Dmitri Shostakovich,Jazz Suite No. 2: VI. Waltz 2,193600,"['classical', 'compositional ambient', 'russian modern classical']"
374,Wolfgang Amadeus Mozart,"Le nozze di Figaro, K. 492: Overture",246333,"['classical', 'classical era']"
375,George Frideric Handel,Orlando / Act 3: Sorge infausta una procella,236466,"['baroque', 'classical', 'early music', 'english baroque', 'german baroque']"
376,Antonio Vivaldi,"Vivaldi: Bajazet, RV 703, Act 2 Scene 8: No. 16, Aria, ""Dov'è la figlia?"" (Bajazet)",44877,"['baroque', 'classical', 'early music', 'italian baroque']"
377,Gucci Mane,Lemonade,89265,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
378,Mac Miller,100 Grandkids,278506,"['hip hop', 'pittsburgh rap', 'rap']"
379,Young Thug,Relationship (feat. Future),215306,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
380,A$AP Rocky,"Lost and Found Freestyle 2019 (with Tyler, The Creator & Nigo)",174862,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
381,Baby Keem,ORANGE SODA,29722,"['hip hop', 'rap']"
382,Baby Keem,ORANGE SODA,100423,"['hip hop', 'rap']"
383,Aminé,REEL IT IN,121346,"['pop rap', 'portland hip hop', 'rap', 'underground hip hop']"
384,Juice WRLD,All Girls Are The Same,165819,"['chicago rap', 'melodic rap', 'rap']"
385,Chiddy Bang,Opposite of Adults,191600,"['indie pop rap', 'philly rap', 'pop rap']"
386,Kid Cudi,Pursuit Of Happiness (Nightmare),295293,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']"
387,Galantis,Spaceship (feat. Uffie) - MOTi Remix,2565,"['dance pop', 'edm', 'pop', 'pop dance']"
388,Kid Cudi,Cudi Zone,149606,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']"
389,Bobby Shmurda,Hot N*gga,998,"['nyc rap', 'rap', 'trap']"
390,Kanye West,Saint Pablo,372113,"['chicago rap', 'hip hop', 'rap']"
391,Estelle,American Boy,284733,"['neo soul', 'r&b']"
392,50 Cent,21 Questions,167042,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']"
393,A$AP Rocky,Fukk Sleep (feat. FKA twigs),192973,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
394,A$AP Rocky,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",260986,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
395,A$AP Rocky,Purple Swag,118346,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
396,A$AP Rocky,Wild for the Night (feat. Skrillex & Birdy Nam Nam),203458,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
397,A$AP Rocky,Gunz N Butter (feat. Juicy J),213573,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
398,A$AP Ferg,Shabba (feat. A$AP Rocky),275866,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
399,A$AP Rocky,Purple Swag,4083,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
400,YG,HANDGUN (feat. A$AP Rocky),1532,[]
401,A$AP Rocky,Multiply (feat. Juicy J),223053,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
402,Mura Masa,Love$ick (feat. A$AP Rocky),192160,"['channel islands indie', 'escape room', 'hyperpop', 'indie soul', 'vapor soul']"
403,A$AP Rocky,Peso,169560,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
404,A$AP Rocky,Get Lit (feat. Fat Tony),7615,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
405,Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",151480,"['baroque', 'classical', 'early music', 'german baroque']"
406,Johann Sebastian Bach,"The Well-Tempered Clavier, Book 1: Prelude in C Major, BWV 846",138420,"['baroque', 'classical', 'early music', 'german baroque']"
407,Jazzinuf,Winter Seoul (Orchestral Version),132441,['chillhop']
408,Frédéric Chopin,"Waltz in C-sharp minor, Op. 64 No. 2",199773,"['classical', 'early romantic era', 'polish classical']"
409,Andrés Madariaga,El Noi de la Mare,160375,[]
410,Frédéric Chopin,"Chopin: 24 Preludes, Op. 28: No. 15 in D-Flat Major ""Raindrop""",348333,"['classical', 'early romantic era', 'polish classical']"
411,Antonio Vivaldi,"Vivaldi: Bajazet, RV 703, Act 2 Scene 8: No. 16, Aria, ""Dov'è la figlia?"" (Bajazet)",130146,"['baroque', 'classical', 'early music', 'italian baroque']"
412,Antonio Vivaldi,"Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)",112352,"['baroque', 'classical', 'early music', 'italian baroque']"
413,Ludwig van Beethoven,"Piano Sonata No. 17 In D Minor, Op. 31, No. 2 -""The Tempest"": 3. Allegretto - Live",139027,"['classical', 'classical era', 'early romantic era', 'german romanticism']"
414,Ludwig van Beethoven,"Piano Sonata No. 17 In D Minor, Op. 31, No. 2 -""The Tempest"": 3. Allegretto - Live",318255,"['classical', 'classical era', 'early romantic era', 'german romanticism']"
