,Unnamed: 0,trackName,Artist,msPlayed,artist_genres,Track Play Count
5608,5608,Trust Issues,Drake,281519,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1
6342,6342,USE THIS GOSPEL (feat. Kanye West & Eminem) [REMIX],DJ Khaled,223533,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",1
6249,6249,Cooks,Still Woozy,174105,"['bedroom pop', 'oakland indie', 'pov: indie']",1
6338,6338,All Your'n,Tyler Childers,218290,"['kentucky indie', 'kentucky roots', 'outlaw country']",1
5813,5813,Weekend,Dior Don,112106,[],1
855,855,Always Been You,Quinn XCII,235720,['indie pop rap'],1
1789,1789,Madonna,Drake,177837,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1
1788,1788,No Tellin',Drake,310929,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1
6337,6337,Long Haul,Ian Munsick,231266,"['modern country pop', 'wyoming roots']",1
5384,5384,Take My Breath,The Weeknd,220196,"['canadian contemporary r&b', 'canadian pop', 'pop']",1
1787,1787,10 Bands,Drake,177743,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1
5808,5808,GOSHA,$NOT,120000,"['aesthetic rap', 'cloud rap', 'florida rap', 'underground hip hop']",1
5178,5178,Hot Sauce (feat. Lil Tjay),YNW BSlime,195429,['melodic rap'],1
5180,5180,OTW,YNW BSlime,173872,['melodic rap'],1
849,849,Sky Walker (feat. Travis Scott) [Niko The Kid Remix],Miguel,207485,"['r&b', 'urban contemporary']",1
687,687,Views,Drake,311962,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1
6056,6056,Baby Are You Home,Lil Uzi Vert,230296,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",1
6156,6156,I Like You (A Happier Song) [feat. Doja Cat],Post Malone,192841,"['dfw rap', 'melodic rap', 'pop', 'rap']",1
5801,5801,Baguetti Spaghetti,mightbeleo,151765,[],1
1775,1775,Run,Daughter,246987,"['chamber pop', 'shimmer pop']",1
1178,1178,I'm Upset,Drake,214467,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1
756,756,Wu-Tang Forever,Drake,217803,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1
5571,5571,Rich N***a Shit (with Juice WRLD),Young Thug,177596,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",1
1181,1181,Can’t Take A Joke,Drake,163973,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1
1794,1794,Used To (feat. Lil Wayne),Drake,268476,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1
5660,5660,Wicked Games,The Weeknd,325305,"['canadian contemporary r&b', 'canadian pop', 'pop']",1
871,871,Craving You (feat. Maren Morris),Thomas Rhett,222799,"['contemporary country', 'country', 'country road', 'modern country rock']",1
1173,1173,Survival,Drake,136187,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1
5152,5152,"23 (feat. Miley Cyrus, Wiz Khalifa & Juicy J)",Mike WiLL Made-It,252514,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",1
5153,5153,Successful,Young M.A,143087,"['alternative r&b', 'lgbtq+ hip hop', 'nyc rap', 'rap', 'trap']",1
5154,5154,Cry Baby (feat. DaBaby),Megan Thee Stallion,137984,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']",1
1813,1813,Talk Fast,5 Seconds of Summer,187235,"['boy band', 'pop']",1
5157,5157,Deja Vu (feat. Justin Bieber),Post Malone,234213,"['dfw rap', 'melodic rap', 'pop', 'rap']",1
1812,1812,Valentine,5 Seconds of Summer,196628,"['boy band', 'pop']",1
5393,5393,Wake Up,Mac Miller,234938,"['hip hop', 'pittsburgh rap', 'rap']",1
5391,5391,So High,Doja Cat,199747,"['dance pop', 'pop']",1
6043,6043,Cowpoke,Colter Wall,192627,"['canadian americana', 'canadian contemporary country', 'outlaw country', 'saskatchewan indie']",1
754,754,Furthest Thing,Drake,267371,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1
1799,1799,6PM In New York,Drake,283253,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1
1810,1810,Youngblood,5 Seconds of Summer,203418,"['boy band', 'pop']",1
5161,5161,ThisWhatLaGirlsDoToMe,SypSki,126015,['sad rap'],1
6045,6045,Come a Little Closer,Cage the Elephant,229347,"['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock']",1
6340,6340,NO SECRET (feat. Drake),DJ Khaled,47354,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",1
755,755,Started From the Bottom,Drake,173922,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1
6339,6339,Like It Ain't,Ian Munsick,154672,"['modern country pop', 'wyoming roots']",1
5818,5818,No Option,Post Malone,179824,"['dfw rap', 'melodic rap', 'pop', 'rap']",1
5164,5164,"WHATS POPPIN (Remix) [feat. DaBaby, Tory Lanez & Lil Wayne]",Jack Harlow,227478,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",1
5564,5564,Ave Maria,Mac Miller,175779,"['hip hop', 'pittsburgh rap', 'rap']",1
6335,6335,Heavy Eyes,Zach Bryan,190780,['classic oklahoma country'],1
1762,1762,Come Alive (Bonus Track),Craig David,227227,[],1
821,821,Molly,Kodak Black,207785,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",1
1760,1760,From Now On,Zac Brown Band,260960,[],1
1737,1737,JT,Jon Bellion,268466,['indie pop rap'],1
1736,1736,Conversations with My Wife,Jon Bellion,206210,['indie pop rap'],1
5222,5222,Used To,Juice WRLD,176443,"['chicago rap', 'melodic rap', 'rap']",1
5223,5223,Lucid Dreams,Juice WRLD,239836,"['chicago rap', 'melodic rap', 'rap']",1
5224,5224,Karma (Skit),Juice WRLD,74590,"['chicago rap', 'melodic rap', 'rap']",1
843,843,Crazy in Love (Remix),Beyoncé,226400,"['pop', 'r&b']",1
1735,1735,Happier (Stripped),Marshmello & Bastille,250507,"['brostep', 'edm', 'pop', 'progressive electro house']",1
827,827,Wicked (feat. G-Eazy),mansionz,215513,['indie pop rap'],1
5595,5595,Trilla (feat. A$AP NAST & A$AP Twelvyy),A$AP Rocky,244160,"['east coast hip hop', 'hip hop', 'rap', 'trap']",1
1566,1566,Insomniac (feat. Valentina),Slaters,209280,['nyc pop'],1
5596,5596,Demons,A$AP Rocky,180067,"['east coast hip hop', 'hip hop', 'rap', 'trap']",1
1725,1725,Conversations with my Wife,Jon Bellion,206210,['indie pop rap'],1
1724,1724,Stupid Deep,Jon Bellion,178176,['indie pop rap'],1
1717,1717,Life is Beautiful,Lil Peep,207587,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",1
1715,1715,Leanin',Lil Peep,206493,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",1
1714,1714,Cry Alone,Lil Peep,167107,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",1
1713,1713,Sex with My Ex,Lil Peep,213640,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",1
5247,5247,Cocaine,Pink Sweat$,131458,['bedroom soul'],1
823,823,U Guessed It,OG Maco,146064,['atl hip hop'],1
6145,6145,Wasting Angels (feat. The Kid LAROI),Post Malone,243158,"['dfw rap', 'melodic rap', 'pop', 'rap']",1
6073,6073,Die Hard,"Kendrick Lamar, Blxst & Amanda Reifer",239027,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",1
1211,1211,These Girls,Why Don't We,169012,"['boy band', 'pop']",1
5213,5213,Intro,Juice WRLD,74866,"['chicago rap', 'melodic rap', 'rap']",1
5212,5212,I'll Be Fine,Juice WRLD,244194,"['chicago rap', 'melodic rap', 'rap']",1
1743,1743,Couples Retreat,Jon Bellion,208697,['indie pop rap'],1
1759,1759,Tightrope,Sara Bareilles,218320,[],1
1184,1184,Is There More,Drake,226907,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1
1758,1758,Rewrite the Stars,James Arthur & Anne-Marie,218293,[],1
1754,1754,Come Alive,Years & Years & Jess Glynne,215320,[],1
1753,1753,A Million Dreams (Reprise),Willow Sage Hart,48720,[],1
1190,1190,Ratchet Happy Birthday,Drake,207307,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1
1745,1745,Mah's Joint (feat. Quincy Jones),Jon Bellion,481590,['indie pop rap'],1
6250,6250,Rocky,Still Woozy,166000,"['bedroom pop', 'oakland indie', 'pov: indie']",1
1744,1744,Cautionary Tales,Jon Bellion,227207,['indie pop rap'],1
1358,1358,APESHIT,THE CARTERS,264853,['r&b'],1
6152,6152,Lemon Tree,Post Malone,243486,"['dfw rap', 'melodic rap', 'pop', 'rap']",1
1565,1565,Mo Bamba,Sheck Wes,183907,"['pop rap', 'rap', 'trap']",1
5784,5784,Cigarettes,Juice WRLD,227527,"['chicago rap', 'melodic rap', 'rap']",1
1193,1193,In My Feelings,Drake,217925,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1
5210,5210,Long Gone,Juice WRLD,187007,"['chicago rap', 'melodic rap', 'rap']",1
6251,6251,Cloudbusting (2018 Remaster),Kate Bush,309973,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",1
5211,5211,End of the Road,Juice WRLD,162981,"['chicago rap', 'melodic rap', 'rap']",1
5588,5588,Real,Lily Kincade,199692,['alt z'],1
6060,6060,Scott and Ramona,Lil Uzi Vert,221362,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",1
1355,1355,These Heaux,Bhad Bhabie,140008,"['trap queen', 'viral rap']",1
1212,1212,Invitation,Why Don't We,202187,"['boy band', 'pop']",1
3565,3565,Givenchy Kickin (feat. Lil Baby & Lil Tjay),Calboy,228187,"['chicago rap', 'melodic rap']",1
4988,4988,You All Over Me (Taylor’s Version) [From The Vault] [feat. Maren Morris],Taylor Swift,220839,['pop'],1
2780,2780,Let's Get It Started (Spike Mix),Black Eyed Peas,217733,"['dance pop', 'pop', 'pop rap']",1
2784,2784,Omg (feat. will.i.am),USHER,269493,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",1
2785,2785,Girls Need Love (Remix),Summer Walker & Drake,222374,"['r&b', 'rap']",1
6814,6814,You’re Gonna Go Far,Noah Kahan,286369,['pov: indie'],1
6816,6816,the ends,Travis Scott,201263,"['hip hop', 'rap', 'slap house']",1
6817,6817,Yllw,Bakar,64347,['uk alternative hip hop'],1
6818,6818,Hell N Back,Bakar,213573,['uk alternative hip hop'],1
4163,4163,Eenie Meenie,Sean Kingston & Justin Bieber,201880,['modern alternative pop'],1
6819,6819,Ghosts,Bakar,161360,['uk alternative hip hop'],1
6820,6820,Stop Selling Her Drugs (feat. Dominic Fike),Bakar,173349,['uk alternative hip hop'],1
6821,6821,Been a Minute,Bakar,161053,['uk alternative hip hop'],1
6826,6826,Parade on Cleveland (feat. Drake),Young Thug,228267,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",1
4152,4152,better friends,BETWEEN FRIENDS,204812,"['indie pop', 'la pop', 'pov: indie']",1
6827,6827,Money On The Dresser,Young Thug,133000,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",1
6828,6828,Gucci Grocery Bag,Young Thug,175133,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",1
6829,6829,Cars Bring Me Out (feat. Future),Young Thug,202933,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",1
2811,2811,Fell in Luv (feat. Bryson Tiller),Playboi Carti,206333,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",1
6830,6830,"Wit Da Racks (feat. 21 Savage, Travis Scott & Yak Gotti)",Young Thug,226413,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",1
6831,6831,Uncle M,Young Thug,140000,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",1
2813,2813,Lean 4 Real (feat. Skepta),Playboi Carti,177027,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",1
4178,4178,Slow Dance in a Parking Lot,Jordan Davis,193929,['contemporary country'],1
2774,2774,Hoedown Throwdown,Miley Cyrus,181013,"['pop', 'post-teen pop']",1
2815,2815,Old Money,Playboi Carti,135547,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",1
2771,2771,Pillow Talking (feat. B.Rain),Lil Dicky,645876,"['comedy rap', 'indie pop rap', 'pop rap']",1
2635,2635,ARE WE STILL FRIENDS?,"Tyler, The Creator",265480,"['hip hop', 'rap']",1
2636,2636,Foreword (feat. Rex Orange County),"Tyler, The Creator",194070,"['hip hop', 'rap']",1
6789,6789,closure,Taylor Swift,180653,['pop'],1
6790,6790,evermore (feat. Bon Iver),Taylor Swift,304107,['pop'],1
2644,2644,I Ain't Got Time!,"Tyler, The Creator",206267,"['hip hop', 'rap']",1
2648,2648,Glitter,"Tyler, The Creator",224899,"['hip hop', 'rap']",1
2660,2660,Now or Never 2.0,PnB Rock,215277,"['melodic rap', 'rap', 'trap']",1
2664,2664,Hurry,Lil Baby,153707,"['atl hip hop', 'atl trap', 'rap', 'trap']",1
2668,2668,Chinese New Year,SALES,160000,['orlando indie'],1
6797,6797,All My Love,Noah Kahan,251511,['pov: indie'],1
2669,2669,1 Thot 2 Thot Red Thot Blue Thot,Yung Gravy,131139,"['meme rap', 'minnesota hip hop']",1
2674,2674,Bad Day,Daniel Powter,233920,[],1
6799,6799,Come Over,Noah Kahan,197821,['pov: indie'],1
2712,2712,Party Up The Street,"Miley Cyrus, Swae Lee & Mike WiLL Made-It",217258,['pop'],1
2720,2720,We Don't Believe What's On TV,twenty one pilots,177202,"['modern rock', 'pop', 'pov: indie', 'rock']",1
4199,4199,I Want It,Juice WRLD,173114,"['chicago rap', 'melodic rap', 'rap']",1
2748,2748,Focus (feat. 21 Savage),Bazzi,155134,['pop'],1
2751,2751,It's You,Ali Gatie,212607,['canadian hip hop'],1
2764,2764,Champagne and Pools (feat. Blackbear & Kyle),Hoodie Allen,214413,['indie pop rap'],1
6832,6832,Abracadabra (feat. Travis Scott),Young Thug,247733,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",1
6835,6835,Want Me Dead (feat. 21 Savage),Young Thug,194707,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",1
244,244,What Do You Mean? (Remix),Justin Bieber & Ariana Grande,204596,"['canadian pop', 'pop']",1
6853,6853,Spin Again,Lil Uzi Vert,97770,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",1
6854,6854,That Fiya,Lil Uzi Vert,154832,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",1
6855,6855,I Gotta,Lil Uzi Vert,173025,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",1
2905,2905,Mount Everest,Labrinth,157477,"['indie poptimism', 'pop']",1
2906,2906,Undo (feat. Jeremih & Tory Lanez),RL Grime,208696,"['brostep', 'edm', 'electro house', 'electronic trap']",1
4058,4058,What'd I Miss,"Daveed Diggs, Leslie Odom, Jr., Okieriete Onaodowan & Original Broadway Cast of ""Hamilton""",236701,[],1
4056,4056,My Shot,"Lin-Manuel Miranda, Anthony Ramos, Daveed Diggs, Okieriete Onaodowan, Leslie Odom, Jr. & Original Broadway Cast of ""Hamilton""",333154,[],1
4055,4055,The Reynolds Pamphlet,"Original Broadway Cast of ""Hamilton""",128471,[],1
4054,4054,Hurricane,"Lin-Manuel Miranda & Original Broadway Cast of ""Hamilton""",143551,[],1
4044,4044,Darlin',Houndmouth,258460,"['indie folk', 'modern folk rock', 'new americana', 'stomp and holler']",1
2986,2986,Fuzzybrain,Dayglow,219429,"['austindie', 'indie rock', 'pov: indie']",1
4039,4039,Knockin' Boots,Luke Bryan,200067,"['contemporary country', 'country', 'country road', 'modern country rock']",1
4028,4028,midnight love,girl in red,193929,"['bedroom pop', 'indie pop', 'norwegian indie', 'pov: indie']",1
3001,3001,Rememory (feat. Chance the Rapper),Supa Bwe,198613,"['indie hip hop', 'pop rap', 'underground hip hop']",1
4021,4021,June,Briston Maroney,284227,"['nashville indie', 'pov: indie']",1
3019,3019,Hands On (feat. Fred Hammond),Kanye West,203174,"['chicago rap', 'hip hop', 'rap']",1
4016,4016,Make It Sweet,Old Dominion,186133,"['contemporary country', 'country', 'country road', 'modern country rock']",1
6878,6878,Mine (Taylor's Version),Taylor Swift,231707,['pop'],1
4011,4011,Mind over Matter (Acoustic),PVRIS,203649,"['pixie', 'pop emo', 'pop punk']",1
4007,4007,Sanctuary,Joji,180019,['viral pop'],1
2900,2900,Daddy (feat. Rich The Kid),Blueface,151147,"['cali rap', 'rap', 'trap']",1
6852,6852,Died and Came Back,Lil Uzi Vert,180636,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",1
2820,2820,Work,Iggy Azalea,223197,"['australian hip hop', 'dance pop', 'pop']",1
2897,2897,100 Shooters (feat. Meek Mill & Doe Boy),Future,209120,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",1
2821,2821,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie wit da Hoodie)",Mustard,174100,"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1
4125,4125,I See Red,Everybody Loves an Outlaw,230613,['modern blues rock'],1
2824,2824,Beg For It (feat. MØ),Iggy Azalea,178107,"['australian hip hop', 'dance pop', 'pop']",1
2827,2827,Good Morning,Max Frost,154107,['austindie'],1
2838,2838,Viva La Vida,Coldplay,241445,"['permanent wave', 'pop']",1
2846,2846,No Shopping (feat. Drake),French Montana,227727,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1
4111,4111,Cheap Vacations (feat. Glassface),tobi lou,216000,"['chicago rap', 'indie hip hop', 'indie r&b']",1
4107,4107,Bagels (feat. Lizzy Ashliegh),Kota the Friend,252286,['underground hip hop'],1
2847,2847,Life Is a Highway,Rascal Flatts,275640,[],1
2850,2850,Gasolina,Daddy Yankee,192600,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",1
2851,2851,Good Day,Nappy Roots,261773,['dirty south rap'],1
6843,6843,Distant,Jaden,366119,"['pop rap', 'rap']",1
6844,6844,Falling for You (feat. Justin Bieber),Jaden,222717,"['pop rap', 'rap']",1
2861,2861,How You Feel,Trippie Redd,274532,"['melodic rap', 'rap', 'trap']",1
4098,4098,The Way That I Love You (Acoustic),Passenger,157440,"['folk-pop', 'neo mellow']",1
6845,6845,Santa Barbara,Jaden,142000,"['pop rap', 'rap']",1
2887,2887,Potential Breakup Song,Aly & AJ,219773,"['dance pop', 'girl group', 'post-teen pop']",1
4084,4084,Do It to Myself,Cassie McMillan,212480,[],1
2896,2896,Intro (feat. Gucci Mane),"Quality Control, Migos & Lil Yachty",215345,"['melodic rap', 'trap']",1
6785,6785,ivy,Taylor Swift,260440,['pop'],1
6784,6784,coney island (feat. The National),Taylor Swift,275320,['pop'],1
2618,2618,F**k Up the City (feat. Quavo & Mally Mall),PnB Rock,216057,"['melodic rap', 'rap', 'trap']",1
4426,4426,The Walls,Chase Atlantic,229867,['alternative r&b'],1
4424,4424,Dancer in the Dark,Chase Atlantic,252200,['alternative r&b'],1
4423,4423,Swim,Chase Atlantic,228800,['alternative r&b'],1
310,310,Lose You,Drake,305374,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1
6678,6678,Handstand,Miley Cyrus,205240,['pop'],1
4415,4415,all I know (feat. Trippie Redd),Machine Gun Kelly,129142,"['ohio hip hop', 'pop rap']",1
4414,4414,forget me too,Machine Gun Kelly & Halsey,171621,"['ohio hip hop', 'pop rap']",1
6685,6685,Flowers (Demo),Miley Cyrus,210827,['pop'],1
4408,4408,lonely,Machine Gun Kelly,190143,"['ohio hip hop', 'pop rap']",1
6689,6689,"Costa Rica (feat. Bas, JID, Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask the Slump God)",Dreamville,217867,"['hip hop', 'pop rap', 'rap']",1
6693,6693,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,169147,[],1
6695,6695,Heart Attack (Rock Version),Demi Lovato,239011,"['pop', 'post-teen pop']",1
6696,6696,ABOUT YOU,The Kid LAROI,128895,['australian hip hop'],1
309,309,KMT (feat. Giggs),Drake,162638,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1
6704,6704,Search & Rescue,Drake,272113,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",1
6705,6705,Always,Daniel Caesar,225313,['canadian contemporary r&b'],1
6706,6706,Fire,E L E Y,198391,[],1
4382,4382,Dream On,Aerosmith,264893,[],1
4376,4376,Party In the U.S.A.,Miley Cyrus,202067,['pop'],1
6718,6718,California,Lana Del Rey,305900,"['art pop', 'pop']",1
4425,4425,Drugs & Money (New Mix),Chase Atlantic,239922,['alternative r&b'],1
4429,4429,Cassie,Chase Atlantic,210822,['alternative r&b'],1
269,269,Big Tymers,88GLAM,165000,"['canadian hip hop', 'canadian trap', 'melodic rap']",1
4434,4434,Uncomfortable,Chase Atlantic,340766,['alternative r&b'],1
4495,4495,Stop Playin With Me,Lil Wayne,187373,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",1
4494,4494,Bastard (Satan's Kid),Lil Wayne,192147,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",1
4492,4492,Clap For Em,Lil Wayne,150827,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",1
4490,4490,Trust Nobody (feat. Adam Levine),Lil Wayne,168333,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",1
4488,4488,Know You Know (feat. 2 Chainz),Lil Wayne,164773,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",1
4485,4485,I Don't Sleep (feat. Takeoff),Lil Wayne,200733,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",1
4482,4482,Sights and Silencers (feat. The-Dream),Lil Wayne,202920,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",1
4480,4480,Wild Dogs,Lil Wayne,216893,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",1
4478,4478,Mama Mia,Lil Wayne,225440,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",1
4477,4477,Never Mind,Lil Wayne,213733,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",1
4474,4474,Ball Hard (feat. Lil Twist),Lil Wayne,178933,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",1
4469,4469,Sasuke,Lil Uzi Vert,251336,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",1
2484,2484,Dear John (Live),Taylor Swift,404680,['pop'],1
2497,2497,You Should Be Here,Kehlani,157860,"['pop', 'r&b', 'rap']",1
4455,4455,clown (with Trevor Daniel),blackbear,148165,['pop'],1
2505,2505,Wobble Up (feat. Nicki Minaj & G-Eazy),Chris Brown,221053,"['r&b', 'rap']",1
2522,2522,Call me,90sFlav,126250,['lo-fi beats'],1
4442,4442,RELENTLESS (feat. Lil Uzi Vert),Gunna,168107,"['atl hip hop', 'melodic rap', 'rap', 'trap']",1
322,322,Love Song,Sara Bareilles,258484,"['acoustic pop', 'ectofolk', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']",1
4367,4367,Where Is The Love?,Black Eyed Peas,272533,"['dance pop', 'pop', 'pop rap']",1
6719,6719,The Next Best American Record,Lana Del Rey,349347,"['art pop', 'pop']",1
6720,6720,The greatest,Lana Del Rey,300361,"['art pop', 'pop']",1
6721,6721,Bartender,Lana Del Rey,263441,"['art pop', 'pop']",1
6753,6753,Found Your Love,Bailey Zimmerman,213582,"['contemporary country', 'modern country pop']",1
6754,6754,Rock and A Hard Place,Bailey Zimmerman,207541,"['contemporary country', 'modern country pop']",1
4321,4321,Patek,Future & Lil Uzi Vert,280666,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",1
4320,4320,Why,Dominic Fike,139907,"['alternative pop rock', 'pov: indie']",1
2549,2549,Big Ole Freak,Megan Thee Stallion,214851,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']",1
2550,2550,Maze,Juice WRLD,144090,"['chicago rap', 'melodic rap', 'rap']",1
4312,4312,ERASE U,The Kid LAROI,109094,['australian hip hop'],1
2555,2555,Friends,Why Don't We,214133,"['boy band', 'pop']",1
4303,4303,Don't Leave Me,Kaivon,185280,['future bass'],1
275,275,Heisman,88GLAM,180869,"['canadian hip hop', 'canadian trap', 'melodic rap']",1
2588,2588,Never Enough,Rex Orange County,298520,['bedroom pop'],1
4292,4292,Ready Set Go,S.AI.NT & A3C,163714,[],1
6769,6769,Gang Gang Gang,Jack Harlow,169515,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",1
2600,2600,Guwop,Ray Rockman,203198,[],1
2603,2603,Island Time,Dan + Shay,199240,"['contemporary country', 'country', 'country road']",1
4277,4277,Oh My God,Baby Smoove,214584,"['detroit hip hop', 'detroit trap', 'scam rap']",1
6775,6775,Hot Damn (feat. Method Man),Blimes Brixton & Blimes,184260,[],1
2611,2611,"100 Bands (feat. Quavo, 21 Savage, YG & Meek Mill)",Mustard,179388,"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1
2613,2613,Go Loko (feat. Tyga & Jon Z),YG,299215,[],1
6752,6752,You Don’t Want That Smoke,Bailey Zimmerman,200506,"['contemporary country', 'modern country pop']",1
276,276,Marina,88GLAM,171940,"['canadian hip hop', 'canadian trap', 'melodic rap']",1
4329,4329,Like It,Summer Walker & 6LACK,171840,"['r&b', 'rap']",1
285,285,New Man,Ed Sheeran,189280,"['pop', 'singer-songwriter pop', 'uk pop']",1
6723,6723,Welcome To New York,Taylor Swift,212600,['pop'],1
291,291,Nancy Mulligan,Ed Sheeran,179787,"['pop', 'singer-songwriter pop', 'uk pop']",1
290,290,Bibia Be Ye Ye,Ed Sheeran,176747,"['pop', 'singer-songwriter pop', 'uk pop']",1
6730,6730,Bad Blood,Taylor Swift,211933,['pop'],1
288,288,How Would You Feel (Paean),Ed Sheeran,280533,"['pop', 'singer-songwriter pop', 'uk pop']",1
6733,6733,This Love,Taylor Swift,250093,['pop'],1
286,286,Hearts Don't Break Around Here,Ed Sheeran,248413,"['pop', 'singer-songwriter pop', 'uk pop']",1
2542,2542,Faucet Failure,Ski Mask the Slump God,145627,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",1
283,283,Galway Girl,Ed Sheeran,170827,"['pop', 'singer-songwriter pop', 'uk pop']",1
6748,6748,Fix'n To Break,Bailey Zimmerman,232895,"['contemporary country', 'modern country pop']",1
4343,4343,RNP (feat. Anderson .Paak),Cordae,175828,"['hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",1
2544,2544,I Like Girls (feat. Lil Skies),PnB Rock,151054,"['melodic rap', 'rap', 'trap']",1
6738,6738,I Know Places (Voice Memo),Taylor Swift,216333,['pop'],1
6739,6739,I Wish You Would (Voice Memo),Taylor Swift,107133,['pop'],1
